Measurement date corresponding to Day since 2000/01/01.,,,,,2002-1-30,2002-3-13,2002-4-24,2002-6-5,2002-7-31,2002-9-25,2002-10-16,2002-12-18,2003-1-29,2003-3-12,2003-4-30,2003-6-18,2003-7-30,2003-9-3,2003-10-15,2003-11-30,2004-1-21,2004-3-11,2004-4-28,2004-6-10,2004-7-14,2004-9-22,2004-11-27,2004-12-28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRID_BLOCK,FAMILY,SPECIES,COMMON_NAME,树id,DIAM_760,DIAM_802,DIAM_844,DIAM_886,DIAM_942,DIAM_998,DIAM_1019,DIAM_1082,DIAM_1124,DIAM_1166,DIAM_1215,DIAM_1264,DIAM_1306,DIAM_1341,DIAM_1383,DIAM_1429,DIAM_1481,DIAM_1531,DIAM_1579,DIAM_1622,DIAM_1656,DIAM_1726,DIAM_1792,DIAM_1823
B00 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1102,12,12.001,12.035,12.152,12.277,12.293,12.299,12.347,12.419,12.529,12.657,12.812,12.872,12.975,13.105,13.181,13.282,13.413,13.531,13.626,13.721,13.812,13.797,13.874
B00 , Mimosaceae , Pseudopiptadenia psilostachya Benth. , Fava folha fina ,1106,11.8,11.8,11.889,11.949,12.143,12.225,12.275,12.339,12.352,12.369,12.379,12.441,12.514,12.683,12.833,12.935,12.983,13.031,13.078,13.081,13.329,13.252,13.382,13.435
B00 , Meliaceae , Guarea subsessiliflora C. DC. , Andirobarana  ,1107,12.275,12.312,12.358,12.419,12.461,12.465,12.485,12.543,12.598,12.701,12.788,12.863,12.962,12.993,13.015,13.043,13.108,13.172,13.238,13.271,13.291,13.36,13.308,13.324
B00 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1108,12.108,12.158,12.256,12.355,12.397,12.385,12.398,12.404,12.467,12.589,12.67,12.779,12.827,12.902,12.97,13.042,13.116,13.208,13.281,13.301,13.325,13.389,13.415,13.504
B00 , Burseraceae , Tetragastris altissima ( Aubl ) Swartz , Breu manga ,1113,11,11.044,11.174,11.292,11.324,11.458,11.496,11.62,11.723,11.844,11.999,12.085,12.078,12.168,12.385,12.495,12.515,12.654,12.786,12.797,12.889,13.059,13.059,13.08
B00 , Sapotaceae , Pouteria paraensis , Abiu seco ,1116,11,11.095,11.154,11.25,11.337,11.337,11.364,11.411,11.465,11.543,11.628,11.651,11.666,11.799,11.881,12.013,12.063,12.126,12.166,12.214,12.289,12.393,12.421,12.553
B00 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1118,12.1,12.095,12.205,12.337,12.418,12.433,12.443,12.489,12.639,12.819,12.983,13.097,13.164,13.28,13.358,13.468,13.566,13.673,13.725,13.782,13.808,13.889,13.88,13.952
B00 , Myristicaceae , Iryanthera sagotiana (Benth.)Warb. , Ucuubarana ,1122,10.9,10.894,10.893,10.913,10.911,10.913,10.913,10.914,10.911,10.923,10.924,10.92,10.911,10.926,10.913,10.962,10.957,10.973,10.965,10.953,10.953,10.985,10.978,11.002
B00 , Cecropiaceae , Cecropia palmata Willd. , Embauba branca ,1123,12.9,13.089,13.42,14.052,14.596,14.865,15.075,15.391,15.885,16.512,17.216,17.655,17.948,18.433,18.917,18.767,18.616,18.806,18.996,18.996,19.152,19.553,19.896,20.639
B00 , Sapotaceae , Pouteria paraensis , Abiu seco ,5,38.517,38.518,38.541,38.61,38.735,38.731,38.764,38.779,38.799,38.9,38.987,39.084,39.163,39.32,39.467,39.485,39.626,39.747,39.837,39.879,39.959,40.049,40.059,40.128
B00 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,3,41.72,41.73,41.788,41.857,41.904,41.933,41.943,41.953,41.96,42.023,42.08,42.168,42.183,42.266,42.303,42.367,42.367,42.672,43.166,43.394,43.434,43.504,43.52,43.607
B00 , Meliaceae , Guarea subsessiliflora C. DC. , Andirobarana  ,1111,13.138,13.173,13.195,13.261,13.333,13.345,13.391,13.464,13.492,13.532,13.598,13.611,13.603,13.657,13.717,13.771,13.778,13.877,13.965,13.995,13.992,14.089,14.126,14.196
B00 , Lauraceae  , Licaria brasiliensis (Nees) Kosterm. , Louro amarelo ,1112,28.578,28.765,28.939,29.086,29.171,29.184,29.23,29.38,29.466,29.621,29.736,29.827,29.848,29.857,29.899,30.023,30.167,30.368,30.508,30.653,30.737,30.78,30.84,30.943
B00 , Sapotaceae , Micropholis guianensis  , Abiu branco ,8,49.738,49.76,49.797,49.822,49.83,49.844,49.855,49.939,50.012,50.153,50.262,50.315,50.357,50.499,50.576,50.709,50.822,50.999,51.115,51.18,51.276,51.454,51.526,51.648
B01 , Papilionoideae , Alexa grandiflora Ducke , Melancieira ,9,65.184,65.18,65.255,65.33,65.205,65.199,65.271,65.351,65.435,65.541,65.587,65.61,65.615,65.614,65.687,65.989,66.338,66.56,66.78,67.055,67.185,67.269,67.299,67.413
B01 , Caesalpinioideae , Dialium sp. , Cocao ,39,58.512,58.615,58.729,58.794,58.826,58.827,58.835,58.989,59.142,59.295,59.448,59.602,59.755,59.76,59.868,59.976,60.049,60.122,60.195,60.319,60.443,60.462,60.527,60.611
B01 , Violaceae , Rinoria guianensis Aubl , Acariquarana ,1127,12.416,12.415,12.422,12.446,12.456,12.455,12.455,12.459,12.516,12.608,12.673,12.715,12.732,12.781,12.819,12.861,12.946,12.995,13.045,13.061,13.074,13.077,13.121,13.168
B1 , Tiliaceae , Apeiba echinata Gaertn. , Pente de macaco ,42,46.348,46.358,46.353,46.36,46.521,46.547,46.566,46.567,46.574,46.73,46.917,47.051,47.109,47.153,47.165,47.17,47.173,47.335,47.492,47.631,47.704,47.73,47.721,47.737
B02 , Tiliaceae , Apeiba echinata Gaertn. , Pente de macaco ,44,70.5,70.74,71.001,71.351,71.676,71.692,71.726,71.736,71.77,72.039,72.361,72.728,72.894,72.957,72.968,72.98,72.986,73.179,73.459,73.731,73.986,74.018,74.023,74.059
B02 , Burseraceae , Tetragastris altissima ( Aubl ) Swartz , Breu manga ,1135,12.6,12.598,12.598,12.599,12.595,12.593,12.597,12.588,12.594,12.606,12.61,12.6,12.597,12.597,12.607,12.6,12.582,12.599,12.611,12.629,12.629,12.623,12.634,12.638
B02 , Mimosaceae , Inga edulis Mart. , Inga cipo ,1137,15.9,15.896,15.985,16.061,16.116,16.13,16.226,16.256,16.335,16.478,16.608,16.701,16.713,16.747,16.743,16.838,16.93,17.043,17.142,17.217,17.205,17.405,17.407,17.609
B2 , Sapotaceae , Pouteria macrophylla ( Lamarck ) Eyma , Abiu cutite ,1138,11.805,11.813,11.814,11.811,11.818,11.809,11.817,11.814,11.812,11.829,11.813,11.827,11.815,11.818,11.813,11.815,11.809,11.82,11.818,11.823,11.818,11.812,11.83,11.842
B02 , Tiliaceae , Apeiba echinata Gaertn. , Pente de macaco ,106,42.7,42.862,43.095,43.269,43.41,43.431,43.447,43.461,43.459,43.616,43.809,43.981,44.019,44.043,44.064,44.068,44.072,44.181,44.399,44.522,44.637,44.651,44.662,44.687
B02 , Lecythidaceae , Lecythis lurida (Miers) Mori , Jarana  ,108,46.333,46.336,46.341,46.357,46.381,46.415,46.469,46.517,46.554,46.632,46.697,46.724,46.728,46.728,46.73,46.734,46.767,46.847,46.903,46.926,46.946,46.957,46.957,46.968
B02 , Lecythidaceae , Eschweilera coriacea ( A. P. Decandolle ) Mart ex Berg , Matamata branco ,1142,13.1,13.097,13.097,13.099,13.097,13.096,13.098,13.101,13.109,13.108,13.12,13.117,13.107,13.106,13.114,13.116,13.12,13.145,13.164,13.165,13.165,13.153,13.154,13.144
B03 , Burseraceae , Protium tenuifolium Engl. , Breu vermelho ,1146,21.11,21.15,21.221,21.242,21.29,21.302,21.316,21.358,21.418,21.621,21.812,22.002,22.005,22.153,22.384,22.652,22.788,22.846,22.848,22.868,22.87,22.866,22.876,22.882
B03 , Annonaceae , Duguetia echinophora R.E. Fries  , Envira surucucu ,1147,12.6,12.597,12.592,12.601,12.597,12.598,12.598,12.609,12.621,12.672,12.685,12.687,12.693,12.695,12.702,12.702,12.681,12.755,12.793,12.794,12.808,12.808,12.806,12.803
B03 , Lecythidaceae , Eschweilera apiculatum , Matamata vermelho ,1148,23.589,23.649,23.744,23.892,24.1,24.178,24.188,24.204,24.203,24.229,24.231,24.233,24.232,24.234,24.24,24.302,24.618,24.742,24.927,25.03,25.134,25.259,25.308,25.483
B03 , Burseraceae , Protium tenuifolium Engl. , Breu vermelho ,1152,25.7,25.698,25.811,25.784,25.864,25.87,25.875,25.882,25.89,25.914,25.966,26.004,26.011,26.021,26.045,26.146,26.283,26.401,26.501,26.562,26.608,26.613,26.614,26.621
B03 , Sapotaceae , Manilkara huberi (Ducke) Chev. , Macaranduba ,114,42.345,42.425,42.491,42.503,42.51,42.509,42.57,42.67,42.748,42.888,42.937,42.959,42.957,43.015,43.094,43.185,43.309,43.442,43.512,43.538,43.528,43.687,43.751,43.975
A4 , Apocynaceae , Aspidosperma nitidum Benth. , Carapanauba ,120,94.976,94.969,94.966,95.076,95.085,95.084,95.085,95.039,95.031,94.872,94.934,95.116,95.185,95.309,95.327,95.327,95.383,95.441,95.513,95.842,95.997,96.411,96.423,96.848
A4 , Meliaceae , Carapa guianensis Aubl. , Andiroba ,210,40.5,40.509,40.56,40.606,40.663,40.675,40.69,40.728,40.714,40.774,40.795,40.919,41.006,41.072,41.114,41.192,41.327,41.46,41.596,41.637,41.67,41.749,41.747,41.825
A4 , Lecythidaceae , Eschweilera amazomica R.knkth , Matamata vermelho ,211,49.3,49.302,49.253,49.309,49.32,49.331,49.342,49.351,49.37,49.419,49.456,49.531,49.559,49.604,49.643,49.694,49.764,49.838,49.861,49.877,49.871,49.912,49.913,49.956
B04 , Papilionoideae , Alexa grandiflora Ducke , Melancieira ,213,62.8,62.803,62.805,62.825,62.854,63.031,62.893,62.923,63.034,63.181,63.309,63.238,63.439,63.476,63.483,63.465,63.778,63.987,64.141,64.243,64.365,64.559,64.595,64.825
B04 , Lecythidaceae , Eschweilera amazomica R.knkth , Matamata vermelho ,212,42.383,42.387,42.498,42.609,42.792,42.943,43.078,43.239,43.368,43.464,43.514,43.526,43.678,43.829,43.981,44.108,44.233,44.338,44.4,44.426,44.441,44.487,44.564,44.688
B04 , Burseraceae , Protium tenuifolium Engl. , Breu vermelho ,1156,21.5,21.494,21.496,21.498,21.51,21.514,21.508,21.514,21.525,21.576,21.601,21.614,21.619,21.635,21.657,21.626,21.631,21.657,21.668,21.678,21.686,21.678,21.689,21.691
B04 , Lecythidaceae , Couratari guianensis Aubl. , Tauari ,1162,21.6,21.599,21.589,21.596,21.596,21.596,21.597,21.597,21.606,21.592,21.608,21.605,21.598,21.589,21.606,21.607,21.596,21.598,21.596,21.598,21.597,21.607,21.595,21.592
B04 , Fabaceae , Poecilanthe effusa ( Hub ) Ducke , Cocao da mata ,1164,14.357,14.359,14.401,14.442,14.431,14.427,14.46,14.519,14.568,14.629,14.665,14.677,14.695,14.729,14.728,14.727,14.722,14.729,14.743,14.746,14.747,14.769,14.756,14.764
B04 , Sapotaceae , Pouteria biloculares (Winkler)Baehni , Abiu casca grossa ,1166,18.9,18.887,18.936,18.983,19.015,19.014,19.02,19.035,19.047,19.074,19.102,19.152,19.161,19.2,19.2,19.239,19.247,19.289,19.28,19.288,19.299,19.313,19.304,19.309
B04 , Caesalpinaceae , Tachigalia myrmecophila Ducke , Tachi preto folha miuda ,1167,20.5,20.498,20.536,20.59,20.614,20.6,20.657,20.801,20.919,21.054,21.161,21.211,21.213,21.232,21.23,21.421,21.557,21.618,21.635,21.678,21.676,21.68,21.718,21.759
B05 , Mimosaceae , Inga edulis Mart. , Inga cipo ,1168,18.2,18.204,18.206,18.2,18.201,18.199,18.195,18.201,18.201,18.215,18.205,18.213,18.2,18.208,18.201,18.209,18.204,18.215,18.199,18.203,18.2,18.198,18.196,18.192
B05 , Sapotaceae , Michopholis sp. , Abiu pitoma de leite ,1173,31.013,31.016,31.025,31.037,31.019,31.021,30.989,30.996,31.002,31.021,31.061,31.088,31.09,31.167,31.201,31.253,31.254,31.323,31.342,31.333,31.354,31.405,31.421,31.488
B05 , Lecythidaceae , Eschweilera coriacea ( A. P. Decandolle ) Mart ex Berg , Matamata branco ,1176,11.2,11.199,11.203,11.202,11.199,11.198,11.202,11.21,11.214,11.216,11.223,11.222,11.21,11.222,11.214,11.223,11.231,11.262,11.272,11.276,11.279,11.268,11.281,11.283
B05 , Melastomataceae , Miconia argyrophylla , Papa-terra ,1170,20.522,20.569,20.633,20.646,20.678,20.677,20.686,20.699,20.706,20.742,20.776,20.776,20.777,20.78,20.781,20.788,20.794,20.806,20.809,20.811,20.813,20.815,20.817,20.821
B05 , Annonaceae , Duguetia echinophora R.E. Fries  , Envira surucucu ,1178,21.576,21.592,21.595,21.602,21.604,21.596,21.597,21.606,21.617,21.642,21.648,21.639,21.637,21.631,21.639,21.646,21.641,21.654,21.667,21.653,21.653,21.686,21.706,21.759
B05 , Meliaceae , Carapa guianensis Audl. , Andiroba ,1179,34.007,34.009,34.051,34.159,34.239,34.244,34.247,34.262,34.278,34.313,34.349,34.349,34.349,34.392,34.441,34.478,34.527,34.576,34.637,34.704,34.796,34.879,34.926,35.056
B05 , Lauraceae , Nectandra globosa ( Aubl ) Mez. , Louro preto ,1180,17.689,17.695,17.696,17.697,17.714,17.712,17.711,17.717,17.705,17.725,17.712,17.728,17.718,17.732,17.727,17.722,17.72,17.733,17.732,17.732,17.746,17.753,17.755,17.763
B05 , Sapotaceae , Ragala guianensis , Abiu balatinha  ,1181,18.085,18.084,18.092,18.088,18.09,18.092,18.088,18.094,18.104,18.106,18.097,18.1,18.097,18.108,18.115,18.1,18.104,18.105,18.102,18.105,18.108,18.108,18.109,18.111
B05 , Burseraceae , Protium tenuifolium Engl. , Breu vermelho ,1183,24.2,24.218,24.226,24.217,24.221,24.219,24.228,24.219,24.216,24.229,24.203,24.221,24.219,24.189,24.232,24.223,24.217,24.23,24.222,24.223,24.218,24.218,24.22,24.222
B05 , Meliaceae , Carapa guianensis Aubl. , Andiroba ,217,36.173,36.177,36.203,36.242,36.267,36.266,36.281,36.293,36.289,36.324,36.376,36.455,36.476,36.517,36.517,36.55,36.613,36.701,36.786,36.791,36.79,36.81,36.817,36.845
B05 , Lecythidaceae , Bertholletia excelsa Humb. & Bonpl. , Castanha do Para  ,215,66.926,67.27,67.653,67.845,68.012,68.03,68.151,68.383,68.451,68.689,68.975,69.172,69.18,69.241,69.134,69.3,69.5,69.821,70.096,70.281,70.448,70.591,70.727,71.006
B05 , Sapotaceae , Manilkara huberi (Ducke) Chev. , Macaranduba ,214,35.995,36.063,36.146,36.179,36.211,36.198,36.179,36.233,36.234,36.255,36.26,36.265,36.265,36.264,36.263,36.267,36.273,36.284,36.295,36.29,36.301,36.283,36.273,36.244
B05 , Papilionoideae , Swartzia guianensis  , Paraputaca  ,216,44.232,44.258,44.325,44.413,44.526,44.587,44.611,44.621,44.65,44.718,44.792,44.857,44.899,44.96,45.059,45.099,45.239,45.37,45.427,45.47,45.513,45.535,45.54,45.566
B05 , Caesalpinioideae , Copaifera multijuga Hayne , Copaiba ,220,64.991,65.282,65.455,65.526,65.54,65.532,65.55,65.669,65.792,66.007,66.177,66.217,66.22,66.227,66.262,66.437,66.651,66.827,66.873,66.883,66.888,66.975,67.079,67.271
B05 , Mimosoideae , Inga alba (Sw.)Willd. , Inga vermelho ,218,56.779,56.884,57.022,57.132,57.233,57.232,57.278,57.392,57.476,57.644,57.781,57.869,57.912,57.974,57.936,57.983,57.972,57.99,58.005,57.998,57.989,57.987,57.993,57.997
B06 , Myristicaceae , Virola melionii (Ben.)Warb. , Ucuuba terra firme ,219,36.648,36.673,36.758,36.863,36.904,36.906,36.911,36.915,37.015,37.238,37.436,37.682,37.796,37.836,37.845,37.856,37.938,38.172,38.332,38.447,38.513,38.771,38.776,39.039
B06 , Lauraceae , Nectandra globosa ( Aubl ) Mez. , Louro preto ,1184,16.986,16.986,16.986,16.979,16.986,16.981,16.986,16.988,16.986,16.997,16.984,16.984,16.984,16.986,16.983,16.984,16.985,16.988,16.984,16.982,16.994,16.99,16.984,16.973
B06 , Sapotaceae , Pouteria paraensis , Abiu seco ,1198,18.3,18.301,18.306,18.309,18.309,18.304,18.312,18.36,18.411,18.471,18.515,18.531,18.526,18.551,18.53,18.542,18.533,18.574,18.604,18.627,18.626,18.623,18.626,18.626
B06 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1187,19.1,19.094,19.104,19.11,19.113,19.113,19.114,19.102,19.108,19.132,19.16,19.181,19.194,19.232,19.272,19.308,19.455,19.434,19.461,19.465,19.471,19.494,19.501,19.531
B06 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1191,11.5,11.5,11.561,11.618,11.632,11.632,11.637,11.638,11.628,11.637,11.675,11.71,11.732,11.763,11.8,11.842,11.849,11.906,11.95,11.97,11.984,12.032,12.039,12.094
B06 , Burseraceae , Protium tenuifolium Engl. , Breu vermelho ,1193,13.6,13.577,13.58,13.581,13.587,13.588,13.611,13.62,13.616,13.635,13.642,13.636,13.643,13.642,13.645,13.697,13.761,13.917,14.021,14.061,14.089,14.225,14.27,14.45
B06 , Mimosaceae , Inga alba ( SW ) Willd. , Inga vermelho ,1185,22.4,22.398,22.395,22.396,22.4,22.401,22.402,22.407,22.402,22.416,22.41,22.425,22.415,22.434,22.447,22.477,22.508,22.545,22.582,22.609,22.696,22.768,22.767,22.838
B06 , Sapotaceae , Manilkara huberi (Ducke) Chev. , Macaranduba ,1200,20.5,20.513,20.527,20.568,20.593,20.606,20.605,20.648,20.663,20.727,20.774,20.804,20.812,20.847,20.877,20.927,20.97,21.032,21.05,21.066,21.073,21.106,21.126,21.18
A7 , Moraceae , Bagassa guianensis Aubl. , Tatajuba ,295,88.01,88.076,88.181,88.208,88.204,88.201,88.22,88.263,88.326,88.477,88.556,88.605,88.61,88.623,88.66,88.822,89.036,89.119,89.188,89.216,89.247,89.277,89.36,89.473
B07 , Lecythidaceae , Eschweilera coriacea (A.DC.)Mori , Matamata preto ,299,35.7,35.683,35.701,35.715,35.737,35.739,35.746,35.751,35.748,35.759,35.763,35.775,35.771,35.796,35.808,35.824,35.823,35.824,35.824,35.824,35.823,35.834,35.846,35.87
B7 , Sapotaceae , Manilkara huberi (Ducke) Chev. , Macaranduba ,300,53.004,53.017,53.04,53.084,53.105,53.111,53.088,53.154,53.183,53.227,53.266,53.316,53.314,53.36,53.413,53.454,53.495,53.587,53.574,53.561,53.562,53.57,53.577,53.593
B07 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1202,14.852,14.852,14.913,14.99,14.988,15.019,15.022,15.025,15.024,15.03,15.078,15.075,15.182,15.237,15.272,15.317,15.353,15.391,15.429,15.439,15.456,15.494,15.492,15.528
B07 , Sapotaceae , Pouteria paraensis , Abiu seco ,1203,11.208,11.25,11.299,11.409,11.365,11.375,11.368,11.421,11.453,11.509,11.599,11.641,11.684,11.718,11.706,11.714,11.712,11.719,11.733,11.725,11.723,11.741,11.737,11.751
B07 , Sapotaceae , Pouteria macrophylla ( Lamarck ) Eyma , Abiu cutite ,1207,12.5,12.5,12.494,12.497,12.498,12.495,12.498,12.492,12.496,12.51,12.501,12.498,12.499,12.498,12.499,12.504,12.501,12.501,12.502,12.507,12.512,12.51,12.495,12.478
B07 , Sapotaceae , Pouteria platyphylla ( A . C Sm ) Baehni , abiu vermelho ,1205,23.8,23.795,23.847,23.957,24.073,24.13,24.146,24.151,24.143,24.354,24.37,24.494,24.565,24.705,24.82,24.889,24.976,25.13,25.131,25.145,25.196,25.333,25.421,25.647
B07 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1206,19.6,19.598,19.626,19.701,19.725,19.724,19.721,19.735,19.813,19.955,20.077,20.219,20.294,20.388,20.522,20.639,20.783,21.001,21.089,21.15,21.221,21.379,21.431,21.64
B07 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1211,26.2,26.2,26.218,26.263,26.285,26.285,26.273,26.291,26.303,26.352,26.408,26.46,26.494,26.532,26.561,26.613,26.623,26.724,26.692,26.715,26.709,26.698,26.712,26.714
B07 , Annonaceae , Duguetia echinophora R.E. Fries  , Envira surucucu ,1209,12.9,12.944,13.021,13.039,13.108,13.167,13.211,13.257,13.29,13.305,13.309,13.356,13.376,13.373,13.393,13.409,13.435,13.474,13.419,13.517,13.432,13.432,13.448,13.465
B07 , Ulmaceae , Ampelocera edentula Kuhl , Farinha seca ,1210,20.8,20.796,20.793,20.84,20.871,20.873,20.88,20.881,20.88,20.903,20.911,20.952,20.962,20.97,21.002,21.008,21.039,21.146,21.153,21.175,21.209,21.219,21.221,21.234
B07 , Apocynaceae , Geissospermum sericeum (Benth.)Hook. , Quinarana ,303,50.292,50.313,50.38,50.477,50.522,50.534,50.55,50.581,50.583,50.614,50.621,50.643,50.656,50.673,50.673,50.69,50.757,50.81,50.916,50.958,50.956,50.957,50.83,50.703
B08 , Lecythidaceae , Couratari guianensis Aubl. , Tauari ,304,46.077,46.073,46.066,46.071,46.072,46.068,46.075,46.068,46.066,46.066,46.06,46.062,46.064,46.064,46.057,46.057,46.054,46.061,46.056,46.052,46.049,46.058,46.047,46.045
B08 , Mimosaceae , Inga alba ( SW ) Willd. , Inga vermelho ,1216,21.919,21.946,21.936,21.953,21.969,21.976,21.976,22.035,22.063,22.088,22.087,22.102,22.106,22.108,22.115,22.118,22.14,22.157,22.185,22.164,22.165,22.164,22.166,22.167
B08 , Sapotaceae , Pouteria paraensis , Abiu seco ,1214,16.3,16.3,16.291,16.346,16.382,16.387,16.404,16.481,16.496,16.6,16.665,16.694,16.731,16.76,16.788,16.822,16.87,16.928,16.973,16.99,17.03,17.103,17.13,17.23
B08 , Annonaceae , Guatteria poeppigiana Mart. , Envira preta ,1215,32.2,32.301,32.575,32.958,33.257,33.453,33.611,33.782,33.987,34.229,34.497,34.756,34.906,35.028,35.077,35.269,35.463,35.709,35.887,36.018,36.279,36.521,36.4,36.279
B08 , Papilionoideae , Alexa grandiflora Ducke , Melancieira ,1213,22.3,22.348,22.459,22.535,22.598,22.617,22.828,23.106,23.349,23.545,23.718,23.85,23.922,24.027,24.354,24.277,24.562,24.765,24.931,25.051,25.164,25.288,25.31,25.457
B08 , Lauraceae , Licaria brasiliensis (Nees) Kosterm. , Louro amarelo ,379,67.728,67.768,67.807,67.81,67.813,67.812,67.812,67.844,67.89,67.987,68.046,68.191,68.2,68.209,68.225,68.299,68.373,68.383,68.491,68.554,68.641,68.66,68.679,68.718
B8 , Apocynaceae , Geissospermum sericeum (Benth.)Hook. , Quinarana ,380,36.217,36.228,36.252,36.26,36.269,36.273,36.301,36.332,36.389,36.473,36.545,36.584,36.59,36.59,36.633,36.689,36.768,36.822,36.957,36.992,37.006,37.023,37.078,37.149
B09 , Meliaceae , Carapa guianensis Aubl. , Andiroba ,382,41.2,41.262,41.39,41.499,41.595,41.664,41.726,41.754,41.804,41.941,42.059,42.18,42.302,42.507,42.629,42.756,42.924,43.166,43.327,43.462,43.639,44.015,44.094,44.548
B09 , Moraceae , Maquira guianensis ( Aubl ) Hub. , Muiratinga ,1222,13.297,13.298,13.297,13.294,13.291,13.293,13.295,13.296,13.293,13.306,13.296,13.304,13.298,13.311,13.31,13.299,13.296,13.301,13.311,13.327,13.323,13.322,13.329,13.336
B09 , Lecythidaceae , Eschweilera apiculatum , Matamata vermelho ,1225,23.576,23.639,23.699,23.737,23.776,23.806,23.888,23.993,24.106,24.246,24.28,24.303,24.287,24.304,24.316,24.329,24.398,24.445,24.465,24.478,24.485,24.492,24.493,24.502
B09 , Lecythidaceae , Eschweilera coriacea (A.DC.)Mori , Matamata preto ,1226,21.675,21.679,21.679,21.68,21.683,21.684,21.687,21.68,21.709,21.749,21.813,21.844,21.864,21.893,21.858,21.913,22.005,22.095,22.132,22.138,22.158,22.184,22.222,22.286
B09 , Apocynaceae , Aspidosperma nitidum Benth. , Carapanauba ,387,49.316,49.466,49.617,49.756,49.943,50.066,50.174,50.322,50.442,50.636,50.871,51.066,51.199,51.19,51.429,51.582,52.011,52.054,52.138,52.154,52.14,52.216,52.283,52.426
B09 , Cecropiaceae , Pouruma guianensis Aubl. , Embaubarana ,388,39.021,39.153,39.339,39.52,39.727,40.077,39.989,40.097,40.22,40.39,40.648,40.869,41.014,41.206,41.331,41.516,41.646,41.808,42.059,42.059,42.31,42.567,42.626,42.943
B9 , Mimosoideae , Enterolobium schomburgkii (Berth.) Benth. , Fava de rosca ,389,42.582,42.632,42.661,42.666,42.674,42.685,42.697,42.715,42.747,42.847,42.873,42.887,42.886,42.918,42.898,42.915,42.928,43.036,43.067,43.09,43.109,43.119,43.118,43.126
B09 , Lauraceae , Ocotea rubra Mez , Louro vermelho ,392,97.9,97.935,97.971,97.999,98.003,98.024,98.047,98.105,98.136,98.22,98.274,98.314,98.317,98.325,98.349,98.421,98.494,98.565,98.617,98.627,98.629,98.693,98.71,98.791
B09 , Meliaceae , Guarea subsessiliflora C. DC. , Andirobarana  ,1228,17.196,17.226,17.253,17.289,17.304,17.305,17.307,17.322,17.322,17.328,17.351,17.382,17.383,17.401,17.394,17.399,17.403,17.443,17.446,17.485,17.504,17.497,17.495,17.485
B10 , Sapotaceae , Pouteria guianensis Aubl. , Abiurana vermelha ,393,36.901,36.915,36.978,37.039,37.07,37.073,37.093,37.101,37.157,37.269,37.322,37.352,37.357,37.369,37.474,37.605,37.729,37.838,37.895,37.926,37.92,38.092,38.106,38.292
B10 , Burseraceae , Protium tenuifolium Engl. , Breu vermelho ,1229,15.647,15.777,15.877,15.968,15.991,16.014,16.025,16.123,16.251,16.414,16.548,16.654,16.68,16.75,16.841,16.919,16.938,16.938,16.954,16.995,17.036,17.136,17.182,17.327
